,act,act_rel,act_type,chembl_id,dude_id,dude_smiles,name,rdkit_smiles,rdkit_smiles_template,score,subset,uniprot_id,unit
400,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-35.39,actives,P08709,nM
401,15,=,Ki,CHEMBL526453,fa7,CC[C@H](C)[C@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(cc1)C(=N)N)NS(=O)(=O)Cc2ccccc2,510906,[H][C@@](CCSC)(NC(=O)[C@]([H])(NS(=O)(=O)Cc1ccccc1)[C@@]([H])(C)CC)C(=O)NCc1ccc(C(=N)N)cc1,CC[C@H](C)[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1,-35.38,actives,P08709,nM
402,4,=,Ki,CHEMBL178616,fa7,COc1cc(ccc1OCc2ccccc2)[C@H](C(=O)N[C@@H](c3ccccc3)C(=O)O)Nc4ccc(cc4)C(=N)N,303041,[H][C@@](NC(=O)[C@]([H])(Nc1ccc(C(=N)N)cc1)c1ccc(OCc2ccccc2)c(OC)c1)(C(=O)O)c1ccccc1,COc1cc([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)N[C@H](C(=O)O)c2ccccc2)ccc1OCc1ccccc1,-35.35,actives,P08709,nM
403,62,=,Ki,CHEMBL378366,fa7,c1cc(cc(c1)c2cc(cc(c2O)c3cc4c([nH]3)ccc(n4)N)CC(=O)O)CNC(=O)Nc5cccnc5,345208,[H]n1c(-c2cc(CC(=O)O)cc(-c3cccc(CNC(=O)Nc4cccnc4)c3)c2O)cc2nc(N)ccc21,Nc1ccc2[nH]c(-c3cc(CC(=O)O)cc(-c4cccc(CNC(=O)Nc5cccnc5)c4)c3O)cc2n1,-35.28,actives,P08709,nM
404,43,=,Ki,CHEMBL421426,fa7,CC(c1ccc(cc1)C(=O)Nc2cccc(c2)Oc3ccccc3)NC(=O)CNC(=O)Nc4ccc(cc4)C(=N)N,202664,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,-35.21,actives,P08709,nM
405,15,=,Ki,CHEMBL332753,fa7,CC(c1ccc(c(c1)Br)N2CCOCC2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202919,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(Br)c1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(Br)c1,-35.12,actives,P08709,nM
406,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-35.08,actives,P08709,nM
407,20,=,IC50,CHEMBL390662,fa7,c1ccc(cc1)CNC(=O)Cn2c(c(nc(c2=O)NC3CCC3)Cl)c4cccc(c4)N,385489,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccccc2)c1,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccccc2)c1,-35.03,actives,P08709,nM
408,17,=,Ki,CHEMBL214352,fa7,c1cc(c(c(c1)c2cc3cc(ccc3[nH]2)C(=N)N)O)c4cc(ccc4O)CNC(=O)N5CCOCC5,352913,[H]n1c(-c2cccc(-c3cc(CNC(=O)N4CCOCC4)ccc3O)c2O)cc2cc(C(=N)N)ccc21,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(CNC(=O)N5CCOCC5)ccc4O)c3O)cc2c1,-34.98,actives,P08709,nM
409,270,=,Ki,CHEMBL208702,fa7,c1ccc(cc1)CCNC(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4,348115,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)NCCc5ccccc5)c4)c3O)cc-2c1,O=C(NCCc1ccccc1)NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1,-34.92,actives,P08709,nM
410,180,=,Ki,CHEMBL199277,fa7,CCOc1cc(cc(c1)OC2CCN(CC2)S(=O)(=O)C)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333047,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-34.92,actives,P08709,nM
411,2.6,=,Ki,CHEMBL209946,fa7,CC(C)(c1cc(c(c(c1)c2cc-3c([nH]ccc3n2)N)O)c4cccc(c4)CNC(=O)Nc5c(cccc5F)F)C(=O)O,357463,[H]n1ccc2nc(-c3cc(C(C)(C)C(=O)O)cc(-c4cccc(CNC(=O)Nc5c(F)cccc5F)c4)c3O)cc-2c1N,CC(C)(C(=O)O)c1cc(-c2cccc(CNC(=O)Nc3c(F)cccc3F)c2)c(O)c(-c2cc3c(N)[nH]ccc-3n2)c1,-34.88,actives,P08709,nM
412,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-34.81,actives,P08709,nM
413,30,=,Ki,CHEMBL122916,fa7,CC(c1ccc(c(c1)C(F)(F)F)N2CCOCC2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202480,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(C(F)(F)F)c1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(N2CCOCC2)c(C(F)(F)F)c1,-34.81,actives,P08709,nM
414,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-34.80,actives,P08709,nM
415,510,=,Ki,CHEMBL199236,fa7,CCOc1cc(cc(c1)C(C(=O)O)Nc2ccc(cc2)C(=N)N)c3cccnc3,333190,CCOc1cc(-c2cccnc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(-c2cccnc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-34.76,actives,P08709,nM
416,43,=,Ki,CHEMBL421426,fa7,CC(c1ccc(cc1)C(=O)Nc2cccc(c2)Oc3ccccc3)NC(=O)CNC(=O)Nc4ccc(cc4)C(=N)N,202664,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,-34.76,actives,P08709,nM
417,27,=,Ki,CHEMBL35754,fa7,CC(c1ccc(cc1C(F)(F)F)C(F)(F)F)NC(=O)CNC(=O)Nc2ccc(cc2)C(=N)N,48210,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F,-34.76,actives,P08709,nM
418,305,=,Ki,CHEMBL195314,fa7,c1ccc2c(c1)cccc2C(=O)N(CCc3c[nH]cn3)Cc4ccc5ccc(cc5c4)C(=N)N,325966,[H]n1cnc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)c1,N=C(N)c1ccc2ccc(CN(CCc3c[nH]cn3)C(=O)c3cccc4ccccc34)cc2c1,-34.74,actives,P08709,nM
419,23,=,Ki,CHEMBL290334,fa7,CC(c1ccc2c(c1)NC(=O)CO2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,48761,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2c(c1)NC(=O)CO2,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2c(c1)NC(=O)CO2,-34.66,actives,P08709,nM
420,27,=,Ki,CHEMBL35754,fa7,CC(c1ccc(cc1C(F)(F)F)C(F)(F)F)NC(=O)CNC(=O)Nc2ccc(cc2)C(=N)N,48210,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(F)(F)F)cc1C(F)(F)F,-34.61,actives,P08709,nM
421,195,=,Ki,CHEMBL195032,fa7,c1ccc2c(c1)cccc2C(=O)N(CCc3ccccn3)Cc4ccc5ccc(cc5c4)C(=N)N,326020,N=C(N)c1ccc2ccc(CN(CCc3ccccn3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCc3ccccn3)C(=O)c3cccc4ccccc34)cc2c1,-34.48,actives,P08709,nM
422,305,=,Ki,CHEMBL195314,fa7,c1ccc2c(c1)cccc2C(=O)N(CCc3c[nH]cn3)Cc4ccc5ccc(cc5c4)C(=N)N,325966,[H]n1cnc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)c1,N=C(N)c1ccc2ccc(CN(CCc3c[nH]cn3)C(=O)c3cccc4ccccc34)cc2c1,-34.43,actives,P08709,nM
423,207,=,Ki,CHEMBL195238,fa7,c1ccc(cc1)CCCN(Cc2ccc3ccc(cc3c2)C(=N)N)C(=O)c4cccc5c4cccc5,326281,N=C(N)c1ccc2ccc(CN(CCCc3ccccc3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCCc3ccccc3)C(=O)c3cccc4ccccc34)cc2c1,-34.41,actives,P08709,nM
424,26,=,Ki,CHEMBL339200,fa7,Cc1cccc(c1)C(=O)Nc2ccc(cc2)C(C)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,203029,Cc1cccc(C(=O)Nc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,Cc1cccc(C(=O)Nc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,-34.41,actives,P08709,nM
425,74,=,Ki,CHEMBL46148,fa7,c1ccc2c(c1)[nH]c(n2)Cc3[nH]c4ccc(cc4n3)C(=N)N,74768,[H]n1c(Cc2nc3cc(C(=N)N)ccc3n2[H])nc2ccccc21,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,-34.39,actives,P08709,nM
426,850,=,Ki,CHEMBL378108,fa7,c1ccc(cc1)C(C(=O)NCc2cccc(c2)c3cccc(c3O)c4cc-5c[nH]ccc5n4)O,348135,[H]n1ccc2nc(-c3cccc(-c4cccc(CNC(=O)C(O)c5ccccc5)c4)c3O)cc-2c1,O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)C(O)c1ccccc1,-34.39,actives,P08709,nM
427,67,=,Ki,CHEMBL33705,fa7,C[C@@H](c1ccc2c(c1)OCCO2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,49007,[H][C@](C)(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2c(c1)OCCO2,C[C@H](NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc2c(c1)OCCO2,-34.37,actives,P08709,nM
428,43,=,Ki,CHEMBL421426,fa7,CC(c1ccc(cc1)C(=O)Nc2cccc(c2)Oc3ccccc3)NC(=O)CNC(=O)Nc4ccc(cc4)C(=N)N,202664,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,-34.29,actives,P08709,nM
429,54,=,Ki,CHEMBL206232,fa7,Cc1cccc(c1)NC(=O)Cc2cc(cc(c2O)c3[nH]c4ccc(cc4n3)C(=N)N)C(CC(=O)O)C(=O)O,341927,[H]n1c(-c2cc(C(CC(=O)O)C(=O)O)cc(CC(=O)Nc3cccc(C)c3)c2O)nc2cc(C(=N)N)ccc21,Cc1cccc(NC(=O)Cc2cc(C(CC(=O)O)C(=O)O)cc(-c3nc4cc(C(=N)N)ccc4[nH]3)c2O)c1,-34.27,actives,P08709,nM
430,70,=,IC50,CHEMBL132151,fa7,c1ccc(cc1)CCNc2c(=O)n(c(c(n2)Cl)c3cccc(c3)N)CC(=O)NCc4ccc(cc4)C(=N)N,216063,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,-34.27,actives,P08709,nM
431,70,=,IC50,CHEMBL132151,fa7,c1ccc(cc1)CCNc2c(=O)n(c(c(n2)Cl)c3cccc(c3)N)CC(=O)NCc4ccc(cc4)C(=N)N,216063,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,-34.14,actives,P08709,nM
432,340,=,IC50,CHEMBL125781,fa7,CC(C)Nc1ccc(c(c1F)CC(=O)NCc2ccc(cc2)C(=N)N)c3cccc(c3)N,202088,CC(C)Nc1ccc(-c2cccc(N)c2)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1F,CC(C)Nc1ccc(-c2cccc(N)c2)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1F,-34.14,actives,P08709,nM
433,78,=,Ki,CHEMBL122854,fa7,CC(c1ccc(cc1)Oc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202645,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Oc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Oc2ccccc2)cc1,-34.14,actives,P08709,nM
434,20,=,Ki,CHEMBL435972,fa7,CC(c1ccc(cc1)OCc2cccc(c2)OC)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202604,COc1cccc(COc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,COc1cccc(COc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,-34.10,actives,P08709,nM
435,28,=,Ki,CHEMBL198631,fa7,CCOc1cc(ccc1OCc2ccccc2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333165,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,-34.10,actives,P08709,nM
436,20,=,Ki,CHEMBL435972,fa7,CC(c1ccc(cc1)OCc2cccc(c2)OC)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202604,COc1cccc(COc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,COc1cccc(COc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,-34.10,actives,P08709,nM
437,480,=,Ki,CHEMBL199211,fa7,CCOc1cc(cc(c1)OC2CCN(CC2)C)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333055,CCOc1cc(OC2CCN(C)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(OC2CCN(C)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-34.10,actives,P08709,nM
438,43,=,Ki,CHEMBL421426,fa7,CC(c1ccc(cc1)C(=O)Nc2cccc(c2)Oc3ccccc3)NC(=O)CNC(=O)Nc4ccc(cc4)C(=N)N,202664,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,-34.09,actives,P08709,nM
439,130,=,Ki,CHEMBL199235,fa7,CCOc1cc(cc(c1)C(C(=O)O)Nc2ccc(cc2)C(=N)N)c3ccccc3,333189,CCOc1cc(-c2ccccc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CCOc1cc(-c2ccccc2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,-34.09,actives,P08709,nM
440,28,=,Ki,CHEMBL198631,fa7,CCOc1cc(ccc1OCc2ccccc2)C(C(=O)O)Nc3ccc(cc3)C(=N)N,333165,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)ccc1OCc1ccccc1,-34.08,actives,P08709,nM
441,62,=,Ki,CHEMBL378366,fa7,c1cc(cc(c1)c2cc(cc(c2O)c3cc4c([nH]3)ccc(n4)N)CC(=O)O)CNC(=O)Nc5cccnc5,345208,[H]n1c(-c2cc(CC(=O)O)cc(-c3cccc(CNC(=O)Nc4cccnc4)c3)c2O)cc2nc(N)ccc21,Nc1ccc2[nH]c(-c3cc(CC(=O)O)cc(-c4cccc(CNC(=O)Nc5cccnc5)c4)c3O)cc2n1,-34.07,actives,P08709,nM
442,121,=,Ki,CHEMBL197563,fa7,c1ccc2c(c1)cccc2C(=O)N(CCCN3CCOCC3)Cc4ccc5ccc(cc5c4)C(=N)N,326141,N=C(N)c1ccc2ccc(CN(CCCN3CCOCC3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCCN3CCOCC3)C(=O)c3cccc4ccccc34)cc2c1,-34.07,actives,P08709,nM
443,133,=,Ki,CHEMBL380813,fa7,COc1ccc(cc1OC)CCN(Cc2ccc3ccc(cc3c2)C(=N)N)C(=O)c4cccc5c4cccc5,325932,COc1ccc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)cc1OC,COc1ccc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)cc1OC,-34.05,actives,P08709,nM
444,194,=,Ki,CHEMBL372847,fa7,c1ccc2c(c1)cccc2C(=O)N(CCc3ccc(cc3)F)Cc4ccc5ccc(cc5c4)C(=N)N,326250,N=C(N)c1ccc2ccc(CN(CCc3ccc(F)cc3)C(=O)c3cccc4ccccc34)cc2c1,N=C(N)c1ccc2ccc(CN(CCc3ccc(F)cc3)C(=O)c3cccc4ccccc34)cc2c1,-34.02,actives,P08709,nM
445,83,=,Ki,CHEMBL332983,fa7,CC(c1ccc(cc1)Oc2ccc(cc2)OC)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,203101,COc1ccc(Oc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,COc1ccc(Oc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,-34.00,actives,P08709,nM
446,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-33.98,actives,P08709,nM
447,43,=,Ki,CHEMBL421426,fa7,CC(c1ccc(cc1)C(=O)Nc2cccc(c2)Oc3ccccc3)NC(=O)CNC(=O)Nc4ccc(cc4)C(=N)N,202664,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2cccc(Oc3ccccc3)c2)cc1,-33.97,actives,P08709,nM
448,20,=,Ki,CHEMBL122548,fa7,CC(c1ccc(cc1)C(=O)Nc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202418,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,-33.97,actives,P08709,nM
449,130,=,Ki,CHEMBL180857,fa7,CCOc1cc(ccc1OCc2ccccc2)C(C(=O)NCc3ccccc3)Nc4ccc(cc4)C(=N)N,302968,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)ccc1OCc1ccccc1,CCOc1cc(C(Nc2ccc(C(=N)N)cc2)C(=O)NCc2ccccc2)ccc1OCc1ccccc1,-33.96,actives,P08709,nM
450,1,=,Ki,CHEMBL206387,fa7,c1cc(c(cc1CNC(=O)N)c2cc(cc(c2O)c3[nH]c4ccc(cc4n3)C(=N)N)C(CC(=O)O)C(=O)O)O,344041,[H]n1c(-c2cc(C(CC(=O)O)C(=O)O)cc(-c3cc(CNC(N)=O)ccc3O)c2O)nc2cc(C(=N)N)ccc21,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4cc(CNC(N)=O)ccc4O)c3O)nc2c1,-33.94,actives,P08709,nM
451,282,=,Ki,CHEMBL196182,fa7,c1ccc2c(c1)cccc2C(=O)N(CCC[n+]3cc[nH]c3)Cc4ccc5ccc(cc5c4)C(=N)N,326153,[H]n1cc[n+](CCCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)c1,N=C(N)c1ccc2ccc(CN(CCC[n+]3cc[nH]c3)C(=O)c3cccc4ccccc34)cc2c1,-33.94,actives,P08709,nM
452,17,=,Ki,CHEMBL214352,fa7,c1cc(c(c(c1)c2cc3cc(ccc3[nH]2)C(=N)N)O)c4cc(ccc4O)CNC(=O)N5CCOCC5,352913,[H]n1c(-c2cccc(-c3cc(CNC(=O)N4CCOCC4)ccc3O)c2O)cc2cc(C(=N)N)ccc21,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(CNC(=O)N5CCOCC5)ccc4O)c3O)cc2c1,-33.92,actives,P08709,nM
453,190,=,Ki,CHEMBL122151,fa7,CC(c1ccc(cc1)Cc2ccccc2)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,202644,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Cc2ccccc2)cc1,CC(NC(=O)CNC(=O)Nc1ccc(C(=N)N)cc1)c1ccc(Cc2ccccc2)cc1,-33.91,actives,P08709,nM
454,420,=,IC50,CHEMBL542435,fa7,CC[C@@H]1CC(N2[C@@H]1[C@H](C[C@](C2=O)(Cc3ccccc3)N)OC)C(=O)NCc4ccc(cc4)C(=N)N,546305,[H][C@]1(OC)C[C@@](N)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)C[C@@]([H])(CC)[C@]21[H],CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12,-33.86,actives,P08709,nM
455,83,=,Ki,CHEMBL332983,fa7,CC(c1ccc(cc1)Oc2ccc(cc2)OC)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,203101,COc1ccc(Oc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,COc1ccc(Oc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,-33.84,actives,P08709,nM
456,150,=,IC50,CHEMBL376806,fa7,CC(C)C[C@@H](C(=O)O)NC(=O)c1ccc(c(c1)C(=O)O)c2ccc(cc2C(=O)Nc3cccc(c3)C(=O)N)NC,375494,[H][C@@](CC(C)C)(NC(=O)c1ccc(-c2ccc(NC)cc2C(=O)Nc2cccc(C(N)=O)c2)c(C(=O)O)c1)C(=O)O,CNc1ccc(-c2ccc(C(=O)N[C@@H](CC(C)C)C(=O)O)cc2C(=O)O)c(C(=O)Nc2cccc(C(N)=O)c2)c1,-33.83,actives,P08709,nM
457,26,=,Ki,CHEMBL339200,fa7,Cc1cccc(c1)C(=O)Nc2ccc(cc2)C(C)NC(=O)CNC(=O)Nc3ccc(cc3)C(=N)N,203029,Cc1cccc(C(=O)Nc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,Cc1cccc(C(=O)Nc2ccc(C(C)NC(=O)CNC(=O)Nc3ccc(C(=N)N)cc3)cc2)c1,-33.83,actives,P08709,nM
458,270,=,IC50,CHEMBL282830,fa7,c1ccc(cc1)C[C@@]2(CCN3CC[C@H](N3C2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c4nc5ccccc5s4)N,40184,[H][C@@](CCCNC(=N)N)(NC(=O)[C@]1([H])CCN2CC[C@](N)(Cc3ccccc3)CN21)C(=O)c1nc2ccccc2s1,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCN2CC[C@@](N)(Cc3ccccc3)CN12)C(=O)c1nc2ccccc2s1,-33.83,actives,P08709,nM
459,305,=,Ki,CHEMBL195314,fa7,c1ccc2c(c1)cccc2C(=O)N(CCc3c[nH]cn3)Cc4ccc5ccc(cc5c4)C(=N)N,325966,[H]n1cnc(CCN(Cc2ccc3ccc(C(=N)N)cc3c2)C(=O)c2cccc3ccccc23)c1,N=C(N)c1ccc2ccc(CN(CCc3c[nH]cn3)C(=O)c3cccc4ccccc34)cc2c1,-33.54,actives,P08709,nM
